author,location,lat,lon
@iamdreamnicole,"New York,New York,United States of America",40.6943,-73.9249
@spokanetom,"Spokane,Washington,United States of America",47.6671,-117.4330
@MJWihl,"Columbus,Ohio,United States of America",39.9860,-82.9852
@JudyCar85707306,"Houston,Texas,United States of America",29.7868,-95.3905
@coollin64,"Los Angeles,California,United States of America",34.1139,-118.4068
@SoylntGreenwood,"Kansas City,Missouri,United States of America",39.1239,-94.5541
@angsolleder,"San Francisco,California,United States of America",37.7562,-122.4430
@BINJURED,"Youngstown,Ohio,United States of America",41.0993,-80.6463
@johndieselx,"Denver,Colorado,United States of America",39.7621,-104.8759
@tnjg1964,"Green Bay,Wisconsin,United States of America",44.5150,-87.9896
@jamesrivas,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@HumanSabre,"Los Angeles,California,United States of America",34.1139,-118.4068
@adenparis,"New York,New York,United States of America",40.6943,-73.9249
@maryhilliard45,"Dallas,Texas,United States of America",32.7937,-96.7662
@Plusinista,"Chicago,Illinois,United States of America",41.8373,-87.6861
@Gigasrex,"Frankfort,Kentucky,United States of America",38.1924,-84.8644
@ArnoldCarnold,"Temple,Texas,United States of America",31.1076,-97.3894
@leonscafe31,"New York,New York,United States of America",40.6943,-73.9249
@MiyaMakiko,"Durango,Colorado,United States of America",37.2744,-107.8701
@PMihacsi,"Portland,Oregon,United States of America",45.5372,-122.6500
@ty_hanes,"Charlotte,North Carolina,United States of America",35.2079,-80.8303
@BarbieBoricua1,"Dallas,Texas,United States of America",32.7937,-96.7662
@ObiJonJabroni,"New York,New York,United States of America",40.6943,-73.9249
@lowerboulder,"Louisville,Kentucky,United States of America",38.1662,-85.6488
@lynn_pohlman,"Lansing,Michigan,United States of America",42.7142,-84.5600
@tleekeene,"Charlotte,North Carolina,United States of America",35.2079,-80.8303
@moon15116,"Pittsburgh,Pennsylvania,United States of America",40.4396,-79.9763
@glosix_gloria,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@Ianto_back2_TW,"New York,New York,United States of America",40.6943,-73.9249
@kentrpipes,"Trenton,New Jersey,United States of America",40.2237,-74.7640
@FeteoErgoSum,"Portland,Oregon,United States of America",45.5372,-122.6500
@KaylaSagerEd,"Indianapolis,Indiana,United States of America",39.7771,-86.1458
@FeldmanFeldman8,"Dallas,Texas,United States of America",32.7937,-96.7662
@__spass,"New York,New York,United States of America",40.6943,-73.9249
@danmateus,"Providence,Rhode Island,United States of America",41.8229,-71.4186
@JaneDav45507892,"Houston,Texas,United States of America",29.7868,-95.3905
@Tonybaloney2018,"Eugene,Oregon,United States of America",44.0563,-123.1173
@Sloot2070,"Denver,Colorado,United States of America",39.7621,-104.8759
@perry_lambert,"Los Angeles,California,United States of America",34.1139,-118.4068
@rifke76,"Modesto,California,United States of America",37.6374,-121.0028
@SamsoniteReal,"Chicago,Illinois,United States of America",41.8373,-87.6861
@LisaG2530,"Kansas City,Missouri,United States of America",39.1239,-94.5541
@rebel_qb,"Charleston,South Carolina,United States of America",32.8137,-79.9643
@rz_dennis,"New York,New York,United States of America",40.6943,-73.9249
@leonteen08,"Chicago,Illinois,United States of America",41.8373,-87.6861
@prissy_132,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@Daves_cool,"Detroit,Michigan,United States of America",42.3834,-83.1024
@MrFreeze1010,"Los Angeles,California,United States of America",34.1139,-118.4068
@JorGSantana,"New York,New York,United States of America",40.6943,-73.9249
@Jimenez3881,"Mesa,Arizona,United States of America",33.4017,-111.7181
@holstcRN,"San Diego,California,United States of America",32.8312,-117.1226
@cureofthejaguar,"Dallas,Texas,United States of America",32.7937,-96.7662
@lynagn,"San Francisco,California,United States of America",37.7562,-122.4430
@CharlieMtz02,"Houston,Texas,United States of America",29.7868,-95.3905
@Jettlynnlato,"Charlotte,North Carolina,United States of America",35.2079,-80.8303
@JRF253,"Tacoma,Washington,United States of America",47.2431,-122.4531
@laurieradler,"New York,New York,United States of America",40.6943,-73.9249
@gswear81,"San Diego,California,United States of America",32.8312,-117.1226
@MegaloMoi,"Los Angeles,California,United States of America",34.1139,-118.4068
@jamielynnpal,"Rochester,New York,United States of America",43.1680,-77.6162
@KentuckyJoe84,"Louisville,Kentucky,United States of America",38.1662,-85.6488
@JimmyMcGill1005,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@Rebeka_80,"Austin,Texas,United States of America",30.3006,-97.7517
@lilly20122,"Houston,Texas,United States of America",29.7868,-95.3905
@angel44915225,"Los Angeles,California,United States of America",34.1139,-118.4068
@raeraeh1,"Chicago,Illinois,United States of America",41.8373,-87.6861
@vnms2001,"Los Angeles,California,United States of America",34.1139,-118.4068
@Winbaldy,"Chicago,Illinois,United States of America",41.8373,-87.6861
@MitchellAdams90,"Seattle,Washington,United States of America",47.6211,-122.3244
@cmgries16,"Chicago,Illinois,United States of America",41.8373,-87.6861
@kellypoo,"Seattle,Washington,United States of America",47.6211,-122.3244
@theinrich,"San Francisco,California,United States of America",37.7562,-122.4430
@twodogsing,"New York,New York,United States of America",40.6943,-73.9249
@burkeltoo,"New Haven,Connecticut,United States of America",41.3112,-72.9245
@octmcardoso,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@unruly_nadine,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@TerryBrown26,"Columbus,Ohio,United States of America",39.9860,-82.9852
@HarryShannon,"Los Angeles,California,United States of America",34.1139,-118.4068
@sarita_moldovan,"New York,New York,United States of America",40.6943,-73.9249
@karmeladd,"Battle Creek,Michigan,United States of America",42.2985,-85.2296
@2michealypse,"Houston,Texas,United States of America",29.7868,-95.3905
@Belkismuldoon,"Chicago,Illinois,United States of America",41.8373,-87.6861
@mdsbarry,"Boston,Massachusetts,United States of America",42.3188,-71.0846
@ElGeras1,"San Diego,California,United States of America",32.8312,-117.1226
@craig_con619,"San Diego,California,United States of America",32.8312,-117.1226
@zapemded,"San Francisco,California,United States of America",37.7562,-122.4430
@nofaith313,"New York,New York,United States of America",40.6943,-73.9249
@dalestewart559,"Fresno,California,United States of America",36.7834,-119.7941
@Madison008,"San Francisco,California,United States of America",37.7562,-122.4430
@BonnieFinnie,"Gulfport,Mississippi,United States of America",30.4271,-89.0703
@corialca,"Orlando,Florida,United States of America",28.4788,-81.3420
@tjsavino,"Los Angeles,California,United States of America",34.1139,-118.4068
@smlaferriere,"Seattle,Washington,United States of America",47.6211,-122.3244
@my_shortbus,"Santa Cruz,California,United States of America",36.9788,-122.0346
@olmiala_janette,"San Jose,California,United States of America",37.3018,-121.8485
@alex_ortega18,"Los Angeles,California,United States of America",34.1139,-118.4068
@Dubstep214,"Los Angeles,California,United States of America",34.1139,-118.4068
@Cobbsworld,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@Irvtiki,"Urbana,Illinois,United States of America",40.1106,-88.1972
@computerbugg,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@Old_Dadda,"Seattle,Washington,United States of America",47.6211,-122.3244
@RichardSiferd,"Lima,Ohio,United States of America",40.7409,-84.1121
@wildchild1162,"Binghamton,New York,United States of America",42.1014,-75.9093
@RafaelVargas372,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@ajm510,"New York,New York,United States of America",40.6943,-73.9249
@mark_grossman,"Oceanside,California,United States of America",33.2247,-117.3083
@BCarroccio,"New York,New York,United States of America",40.6943,-73.9249
@karenJossel,"Los Angeles,California,United States of America",34.1139,-118.4068
@JillSmith_Mom,"San Antonio,Texas,United States of America",29.4722,-98.5247
@adamresearch11,"Cincinnati,Ohio,United States of America",39.1412,-84.5059
@SpectorID,"Boise,Idaho,United States of America",43.6006,-116.2316
@anap0932,"New York,New York,United States of America",40.6943,-73.9249
@miracleworker51,"Chicago,Illinois,United States of America",41.8373,-87.6861
@Hannah_paige22,"Little Rock,Arkansas,United States of America",34.7255,-92.3581
@stacypatrick,"Los Angeles,California,United States of America",34.1139,-118.4068
@bkuyatt,"Lakeville,Minnesota,United States of America",44.6776,-93.2521
@venegasnp,"Louisville,Kentucky,United States of America",38.1662,-85.6488
@Rafterian,"Sacramento,California,United States of America",38.5667,-121.4683
@LeslieKthomason,"Boise,Idaho,United States of America",43.6006,-116.2316
@jazman702,"Pittsburgh,Pennsylvania,United States of America",40.4396,-79.9763
@ricker_matthew,"Columbus,Ohio,United States of America",39.9860,-82.9852
@htownbigpoppa,"Houston,Texas,United States of America",29.7868,-95.3905
@homschlr4ever,"Norfolk,Virginia,United States of America",36.8945,-76.2590
@JessicaMaxwell,"Denver,Colorado,United States of America",39.7621,-104.8759
@KevinGS430,"Orlando,Florida,United States of America",28.4788,-81.3420
@ljall00,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@bearcatmark1,"Cincinnati,Ohio,United States of America",39.1412,-84.5059
@Babe3440,"Chicago,Illinois,United States of America",41.8373,-87.6861
@RealTimers,"Los Angeles,California,United States of America",34.1139,-118.4068
@wwen_marr,"Los Angeles,California,United States of America",34.1139,-118.4068
@gmosaki,"Ann Arbor,Michigan,United States of America",42.2755,-83.7312
@DrewN559,"Fresno,California,United States of America",36.7834,-119.7941
@bscrutcher77,"Cincinnati,Ohio,United States of America",39.1412,-84.5059
@Cocosilk73,"Miami,Florida,United States of America",25.7840,-80.2102
@popcultureview,"New York,New York,United States of America",40.6943,-73.9249
@weil_sondra,"New York,New York,United States of America",40.6943,-73.9249
@DorysTBastidas,"Conroe,Texas,United States of America",30.3220,-95.4807
@HaverlyDiane,"New York,New York,United States of America",40.6943,-73.9249
@stiflers_mom20,"New York,New York,United States of America",40.6943,-73.9249
@larrybbaker,"York,Pennsylvania,United States of America",39.9651,-76.7315
@topgaynewz,"Los Angeles,California,United States of America",34.1139,-118.4068
@miguelcc3,"Houston,Texas,United States of America",29.7868,-95.3905
@RalphPermanJr,"Daytona Beach,Florida,United States of America",29.1995,-81.0982
@gravz50,"Bloomington,Illinois,United States of America",40.4757,-88.9705
@flatoutliar,"San Diego,California,United States of America",32.8312,-117.1226
@mattfortgang1,"New York,New York,United States of America",40.6943,-73.9249
@SyedOusman,"New York,New York,United States of America",40.6943,-73.9249
@jfm8888,"San Diego,California,United States of America",32.8312,-117.1226
@ReissenweberJoh,"San Francisco,California,United States of America",37.7562,-122.4430
@ervtravel,"Baltimore,Maryland,United States of America",39.3051,-76.6144
@SideShowBob127,"Wilmington,Delaware,United States of America",39.7415,-75.5413
@Kimluvmybucs,"Tampa,Florida,United States of America",27.9937,-82.4454
@coroniti_lydia,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@shirmerJ,"Columbia,South Carolina,United States of America",34.0370,-80.9042
@pandoraCRW,"Honolulu,Hawaii,United States of America",21.3294,-157.8460
@FiolEddie,"San Bernardino,California,United States of America",34.1412,-117.2936
@batshaped,"Los Angeles,California,United States of America",34.1139,-118.4068
@msgerspacher,"Everett,Washington,United States of America",47.9524,-122.1670
@ENVPamela,"Las Vegas,Nevada,United States of America",36.2291,-115.2607
@mariaandmm927,"Chicago,Illinois,United States of America",41.8373,-87.6861
@Ray_alltheway,"New York,New York,United States of America",40.6943,-73.9249
@ChicOrganicLife,"New York,New York,United States of America",40.6943,-73.9249
@strangetikigod,"San Jose,California,United States of America",37.3018,-121.8485
@themaplover,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@yaskaWeyn,"Seattle,Washington,United States of America",47.6211,-122.3244
@MichelStumvoll,"Tacoma,Washington,United States of America",47.2431,-122.4531
@genesym,"Los Angeles,California,United States of America",34.1139,-118.4068
@zeldazonk2,"New York,New York,United States of America",40.6943,-73.9249
@WallHaxx,"Fort Pierce,Florida,United States of America",27.4256,-80.3425
@dtynes_6,"New York,New York,United States of America",40.6943,-73.9249
@aulddawg75,"Miami,Florida,United States of America",25.7840,-80.2102
@madore,"Los Angeles,California,United States of America",34.1139,-118.4068
@JCTheResistance,"Salt Lake City,Utah,United States of America",40.7774,-111.9301
@Kristen_Lebron,"Orlando,Florida,United States of America",28.4788,-81.3420
@mackenzielloydd,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@susyluvu,"Nashville,Tennessee,United States of America",36.1714,-86.7844
@iheyer02,"Charlotte,North Carolina,United States of America",35.2079,-80.8303
@Cesar_TheeGreat,"San Antonio,Texas,United States of America",29.4722,-98.5247
@ReginaNezamood1,"New York,New York,United States of America",40.6943,-73.9249
@kmorga1,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@Skylar_ML,"Athens,Georgia,United States of America",33.9508,-83.3689
